id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1125097,Strathlyn Coach House Barossa,6172214,Heather,,Angaston,-34.49563,139.0293,Entire home/apt,229,2,228,2025-09-21,1.56,3,327,17,
1133195,Strathlyn Lemon Tree Spa  Barossa,6172214,Heather,,Angaston,-34.49538,139.03086,Entire home/apt,213,2,87,2025-08-15,0.65,3,350,10,
1133236,Strathlyn Spa Garden Suites Barossa,6172214,Heather,,Penrice,-34.49372,139.03199,Private room,237,1,74,2025-08-24,0.52,3,351,8,
1710462,Shea-Oak Log Studio Shed,6645956,Kylie And Tom,,Shea-Oak Log,-34.51049,138.81731,Entire home/apt,104,2,599,2025-09-05,4.13,1,344,26,
2028951,"2 bedrooms with Woodfire, Barossa Country Cottages",10421165,Mark And Fiona,,Lyndoch,-34.60392,138.88311,Entire home/apt,184,2,46,2025-09-22,1.09,2,284,14,
2327616,Gawler River Farm B and B.,6713275,Bill,,Gawler River,-34.60549,138.64723,Entire home/apt,105,1,227,2025-09-14,1.76,1,356,27,
2567051,The Miners Cottage Barossa Valley,10726293,Rebecca,,Cockatoo Valley,-34.63808,138.84598,Private room,182,2,33,2024-10-06,0.25,1,205,1,
5289072,Mt McKenzie Raspberry Farm,27321203,Phillip,,Flaxman Valley,-34.56405,139.07988,Entire home/apt,184,3,152,2025-09-13,1.26,1,228,16,
5426792,"""The Shed""",28149709,Andrew & Belinda,,Nuriootpa,-34.46333,139.00032,Entire home/apt,71,1,206,2025-09-11,1.72,1,210,19,
5537173,1837 Barossa Luxury  Vineyard Cottage S Australia,28712482,Nelly,,Lyndoch,-34.58503,138.86457,Entire home/apt,413,2,40,2025-09-20,0.47,3,328,3,
6170279,"Little Para Cottage, Tanunda",32013001,Wendy,,Tanunda,-34.50938,138.97314,Entire home/apt,144,2,184,2025-07-12,1.47,1,53,13,
6170887,Elderton Wines Guest House,32017867,Elderton,,Nuriootpa,-34.47753,138.99632,Entire home/apt,420,2,39,2025-03-22,0.31,1,301,5,
9264671,Barossa Idyll Studio -great for romantics,17055114,Tracey,,Tanunda,-34.52982,138.95272,Private room,146,2,30,2024-05-29,0.26,4,220,0,
9319789,"Barossa Idyll -centre of town, breathtaking views",17055114,Tracey,,Tanunda,-34.52808,138.95335,Entire home/apt,740,1,132,2025-09-21,1.15,4,281,17,
9319994,"Barossa Idyll 3 beds - town centre, amazing views",17055114,Tracey,,Tanunda,-34.52751,138.95261,Entire home/apt,468,2,88,2025-09-14,0.78,4,281,11,
9453124,"Barossa Idyll 4 beds - town centre, amazing views",17055114,Tracey,,Tanunda,-34.52797,138.95259,Entire home/apt,638,1,55,2025-09-25,0.46,4,281,10,
9714178,Barossa Bed and Breakfast,50149490,Yvette,,Tanunda,-34.52206,138.96239,Entire home/apt,595,2,134,2025-09-01,1.17,1,261,25,
10526299,Historic Kapunda School of Mines Homestay,54276241,Mark,,Kapunda,-34.34184,138.91579,Entire home/apt,188,2,14,2025-07-14,0.36,1,333,6,
10947532,The Stables,54950628,Kay,,Altona,-34.56985,138.92791,Entire home/apt,180,2,401,2025-09-14,3.42,1,245,29,
10971607,The Lodge Angaston,48092850,Robyn,,Angaston,-34.50109,139.04697,Entire home/apt,517,2,7,2018-04-01,0.06,3,364,0,
11380095,Little House in the Barossa,59672772,John And Bianca,,Nuriootpa,-34.46193,139.01084,Entire home/apt,,3,43,2021-06-27,0.37,1,0,0,
11428035,Tin House in Tanunda offers 3 bedrooms 2 bathrooms,9380091,Kym,,Tanunda,-34.52491,138.95631,Entire home/apt,320,2,45,2024-12-31,0.39,2,311,1,
11857399,Historic Angaston Masonic Lodge,48092850,Robyn,,Angaston,-34.49983,139.04583,Entire home/apt,313,2,98,2024-04-07,0.89,3,156,0,
12192423,A Barn in the Barossa,65531648,Jacqueline,,Kapunda,-34.34327,138.92162,Entire home/apt,356,7,110,2025-04-25,0.96,2,193,4,
12856765,Angaston by the Winter Creek,48092850,Robyn,,Angaston,-34.50133,139.04966,Entire home/apt,251,2,179,2025-09-07,1.58,3,332,5,
12906285,Retro Barossa,22786354,Rebekah,,Angaston,-34.50746,139.04552,Entire home/apt,172,3,231,2025-09-08,2.22,1,239,25,
13865821,Bluebird Cottage is a relaxing 100year old cottage,81969986,Jim,,Angaston,-34.50174,139.05093,Entire home/apt,,2,12,2025-07-27,0.11,1,0,1,
14031240,Barossa Vineyard Cottages,2425103,Sandra,,Bethany,-34.53852,138.96849,Hotel room,,999,25,2023-06-03,0.23,2,85,0,
14080027,Barossa Glen - Henri's Cottage - Bed and Breakfast,84633251,Henri,,Sandy Creek,-34.58178,138.83414,Entire home/apt,234,2,174,2025-09-23,1.70,1,330,25,
14377105,Lambert Estate Retreat,88244555,James,,Angaston,-34.50712,139.03884,Entire home/apt,343,2,31,2024-01-26,0.28,1,276,0,
14697430,"Lemke Cottage,Moculta, Barossa Valley",34978411,John,,Moculta,-34.46685,139.12019,Entire home/apt,189,2,80,2025-07-26,0.94,1,326,9,
15579249,Casa Rossa - Barossa home with vineyard,14870315,Maria,,Lyndoch,-34.59793,138.87333,Entire home/apt,292,2,147,2025-06-14,1.41,1,112,8,
16519738,Old Mill Cottage,108616729,Yvonne And Glenn,,Kapunda,-34.33925,138.91111,Entire home/apt,200,2,227,2025-09-21,2.15,1,230,42,
17558728,Seppeltsfield Vineyard Cottage. Luxury & Privacy.,77871395,Wendy,,Marananga,-34.48914,138.91118,Entire home/apt,561,1,11,2025-08-26,0.21,2,304,6,
17737018,The Stables at 1860 Wine Country Cottages,97913320,Renate,,Springton,-34.72364,139.06851,Entire home/apt,,3,0,,,1,0,0,
17862552,"""LiebenGott"" - Luxury 4 bedroom, central location",10112369,Jason,,Tanunda,-34.51031,138.97908,Entire home/apt,224,1,223,2025-08-31,2.21,1,316,26,
17963507,"The Writer's Studio, Barossa",12063415,Lesley Ann,,Tanunda,-34.52511,138.96518,Entire home/apt,142,2,455,2025-09-16,4.41,1,192,38,
17980547,Martinsell Cottage Barossa Valley,123514866,Peter And Marijan,,Mount Crawford,-34.65127498802909,138.97806003489265,Entire home/apt,126,2,250,2025-09-21,2.44,2,257,26,
20002372,"Boongarrie Luxury Tent - privacy, luxury, nature",15326510,Kate,,Flaxman Valley,-34.61,139.06722,Entire home/apt,279,2,293,2025-09-14,3.07,1,340,21,
20057093,Miriam's Cottage self contained Bed and Breakfast,142521667,Alicia,,Tanunda,-34.51962,138.96033,Entire home/apt,302,2,192,2025-09-21,2.02,1,248,34,
20079805,Azalea Cedar-Rose Barossa Vineyard Views Villa,11110185,Suzie,,Lyndoch,-34.60384,138.89156,Entire home/apt,466,2,66,2025-08-10,0.67,2,323,3,
20144446,Jasmine's Cottage Barossa Valley Vineyard Views,11110185,Suzie,,Lyndoch,-34.60504,138.89259,Entire home/apt,342,2,75,2025-08-04,0.77,2,308,5,
20524750,The Reserve Barossa Valley,146536624,Simone,,Nuriootpa,-34.49153,138.96338,Entire home/apt,1552,3,13,2021-06-25,0.15,1,0,0,
21481807,"Pinecone Ridge, Barossa - enjoy your own 16 acres",156029245,Anne,,Angaston,-34.51446,139.04117,Entire home/apt,435,2,148,2025-09-25,1.92,1,288,25,
22294732,Hutton Vale Farm - Hutch Hilton,106868811,Jan,,Angaston,-34.51862,139.10905,Entire home/apt,557,1,88,2025-08-25,0.95,2,329,6,
22604785,Old Barossa Valley Inn & Bakery House..Get it all!,92198370,Heather,,Lyndoch,-34.60364,138.8866,Entire home/apt,197,2,187,2025-08-31,2.02,2,205,19,
22636387,Martinsell Manor  Barossa Valley South Australia,123514866,Peter And Marijan,,Mount Crawford,-34.68339,138.97258,Entire home/apt,360,2,39,2025-04-18,0.47,2,301,3,
22794701,Linfield Cottage,68592337,Deb,,Williamstown,-34.68038,138.88286,Entire home/apt,390,2,11,2024-09-22,0.12,1,186,0,
22855141,WHISTLER VINEYARD RETREAT,111063419,Sally,,Tanunda,-34.49146,138.95672,Entire home/apt,203,2,158,2025-09-07,1.72,1,142,29,
25086405,Villa Maria Barossa Luxury Guesthouse,189642977,Tuoi,,Tanunda,-34.52412,138.95519,Entire home/apt,500,2,31,2025-01-07,0.35,1,255,3,
25916821,Barossa Valley’s Captain Rodda’s Cottage,129160994,Christina,,Angaston,-34.49095,139.04752,Entire home/apt,400,2,22,2024-10-19,0.26,1,287,2,
25928338,Sharay’s Barossa Sanctuary,40008394,Sarah,,Tanunda,-34.52154,138.96129,Entire home/apt,361,2,206,2025-08-24,2.34,1,188,17,
26009146,"The Barn - a little bit rustic, a little bit luxe",22589842,Carolyn,,Moculta,-34.4754,139.05827,Entire home/apt,163,1,336,2025-09-08,3.83,1,310,35,
26403678,29 Jane,198551256,Tuoi,,Tanunda,-34.52523,138.95253,Entire home/apt,320,1,210,2025-08-22,2.39,1,278,26,
27271141,Red Gum Retreat airconditioned & free wifi,205436375,Erika,,Williamstown,-34.66549,138.88978,Entire home/apt,132,2,82,2025-04-26,0.95,1,257,3,
27409406,The Dairyman Barossa .. The Chaff House,206287989,Michael,,Williamstown,-34.62272,138.92041,Entire home/apt,241,2,22,2025-08-24,0.32,2,326,6,
27409837,The Dairyman Barossa ....Dairyman's Cottage,206287989,Michael,,Williamstown,-34.6246,138.9207,Entire home/apt,257,2,30,2025-07-25,0.41,2,309,5,
27814606,1837 Barossa Luxury Vineyard Cottage. S Australia,28712482,Nelly,,Lyndoch,-34.58512,138.86381,Entire home/apt,413,2,20,2024-11-17,0.23,3,328,1,
28843427,Fechner Place★Barossa Studio★ 1 Bed★Breakfast★Wine,103407726,Karina,,Tanunda,-34.51418,138.95815,Entire home/apt,210,2,132,2025-09-09,1.81,1,319,18,
29170994,Barossa Valley Studio,64599221,Darren,,Angaston,-34.5072,139.0507,Entire home/apt,,1,248,2025-09-01,3.01,1,0,21,
29192273,Purpose-built Holiday Retreat,69307468,Cory,,Tanunda,-34.53167,138.95362,Entire home/apt,190,2,267,2025-09-12,3.41,1,310,37,
29250289,"Walnut Cottage, Angaston",86995031,Lydia,,Angaston,-34.50411,139.04513,Entire home/apt,285,1,43,2025-09-01,0.59,2,202,4,
29557043,1837 Barossa Luxury  Vineyard  Cottage  Hideaway,28712482,Nelly,,Lyndoch,-34.58054,138.8629,Entire home/apt,413,2,30,2025-04-21,0.36,3,327,2,
29665883,10a on Elizabeth  - With Wifi and Smart TV,223133750,Jodie,,Tanunda,-34.52376,138.95994,Entire home/apt,311,2,261,2025-09-21,3.11,1,174,34,
30094352,The Rusty Olive,225677521,Sue And Mike,,Angaston,-34.5028,139.05236,Entire home/apt,160,2,92,2022-04-25,1.12,1,0,0,
30724902,Petras House,229977210,Sibylle,,Light Pass,-34.4589,139.02772,Entire home/apt,,1,205,2025-06-28,2.51,1,0,23,
31336642,Meander Retreat Green Room - serene King suite,93219392,Evelyn,,Eden Valley,-34.68608,139.09059,Private room,160,1,52,2025-05-10,0.72,2,132,7,
31364857,barossa studio 57 accommodation,234888505,Lindsay,,Tanunda,-34.5155,138.96574,Entire home/apt,213,2,305,2025-06-29,3.78,1,308,36,
31598469,The Villas - Barossa. Peace. Beauty. Simplicity.,233968367,Grant And Cathy,,Marananga,-34.48355,138.93782,Entire home/apt,595,2,50,2025-06-29,0.64,1,321,3,
31963378,"Strothers Farm House ~ Angaston, Barossa Valley",239660458,Sue,,Moculta,-34.48898,139.05637,Entire home/apt,270,1,107,2025-09-06,1.33,1,145,24,
32789383,Wings Barossa Bird & Bush Retreat - Barossa Region,246654848,Graeme & Fleur,,Mount Crawford,-34.68243,139.02916,Entire home/apt,295,2,83,2025-08-31,1.10,2,342,8,
32964524,Wings Barossa Bird & Bush Retreat,246654848,Graeme & Fleur,,Mount Crawford,-34.68366,139.02728,Entire home/apt,266,2,17,2024-08-18,0.28,2,343,0,
33885699,The Loft,85556067,Tracy,,Tanunda,-34.52698,138.95846,Entire home/apt,246,2,328,2025-07-25,4.20,1,248,25,
34661591,"'In The Vines' Guest Cottage, Barossa Valley SA",261496601,Josie & Andrew,,Light Pass,-34.47415,139.03569,Entire home/apt,,2,108,2025-09-22,1.40,1,5,10,
34732524,Ten on French,86995031,Lydia,,Angaston,-34.50356,139.04651,Entire home/apt,188,2,74,2025-07-27,0.96,2,298,18,
34756758,Mataro Cottage Tanunda - Stunning Accommodation,262121622,Jerry,,Tanunda,-34.5264,138.95356,Entire home/apt,246,2,32,2025-07-20,0.48,8,245,3,
34914043,JHA Stone Cellar,106868811,Jan,,Angaston,-34.50834,139.10375,Entire home/apt,792,1,17,2022-11-19,0.22,2,303,0,
35021213,Tomfoolery Winemaker's Cottage - Barossa Valley,263832331,Sarah,,Light Pass,-34.47443,139.03687,Entire home/apt,440,2,143,2025-09-21,1.87,1,338,21,
35356801,Williamstown Bed and Breakfast,265939095,Dianne,,Williamstown,-34.67211,138.89063,Entire home/apt,282,2,46,2025-08-24,0.60,1,302,8,
35617858,Lindsay House Homestead,257562725,Jasmine,,Angaston,-34.50322,139.04232,Entire home/apt,723,1,68,2025-07-13,0.93,6,296,13,
35660705,Barossa Valley Gundaroo - we offer 1 night stays,85597526,Tracy,,Mount Crawford,-34.77143,138.97557,Entire home/apt,202,1,538,2025-09-19,7.04,2,322,47,
36184899,Ironstone on Jollytown,192564481,Brooke & Peter,,Lyndoch,-34.60311,138.87968,Entire home/apt,,2,245,2022-11-02,3.62,1,0,0,
36464062,The Kirche - Luxury Vineyard Accommodation,274161665,Virginia And Charlie,,Bethany,-34.55865,138.96647,Entire home/apt,813,2,8,2025-04-20,0.21,2,326,2,
36498929,Tal Haus - In the heart of the Barossa Valley,49747343,Maz,,Tanunda,-34.52264,138.96292,Entire home/apt,171,1,562,2025-09-15,7.59,1,299,76,
36774681,Rogasch Cottage,276432130,Scott,,Tanunda,-34.52644,138.95074,Entire home/apt,477,2,398,2025-09-26,5.48,1,213,63,
37021014,‘Allawah’ 3 bedroom house in the heart of Tanunda.,99672311,Tracy,,Tanunda,-34.52722,138.95516,Entire home/apt,252,2,97,2025-09-06,1.35,1,236,12,
37689356,Casale Cottage,104738292,Chloe,,Nuriootpa,-34.46845,138.95749,Entire home/apt,336,1,98,2025-05-26,1.37,2,295,18,
37733817,Ruby’s Residence: LOCATION - cozy - WIFI - netflix,165561239,Marlovisa,,Tanunda,-34.52301,138.95934,Entire home/apt,248,2,165,2025-09-07,2.26,2,316,28,
37926946,UzuriBarossa,287327836,Bianca,,Altona,-34.59226,138.90964,Entire home/apt,276,2,181,2025-08-28,2.49,1,127,32,
38072313,Barossa Valley Vineyard House  8 Acres vineyard,297316869,Greenock Estate Wines,,Tanunda,-34.50588,139.00762,Private room,,1,0,,,1,0,0,
38438917,"Devitt on French, quiet and romantic",24432943,Alexandra,,Angaston,-34.50468,139.0454,Entire home/apt,238,1,122,2025-09-13,1.68,2,318,17,
38473930,Beautiful guest suite in the Barossa Valley,267461364,Natalie,,Nuriootpa,-34.46411,139.01273,Private room,137,2,67,2025-04-19,0.93,1,365,6,
38834320,Homburg Haven,297309248,Melanie,,Tanunda,-34.5162615,138.9640237,Entire home/apt,300,2,7,2025-09-25,0.33,1,311,2,
39265464,Lavender Cottage BAROSSA - LOCATION!,165561239,Marlovisa,,Tanunda,-34.52297,138.95956,Entire home/apt,266,2,45,2025-07-13,0.73,2,319,7,
40212692,Biscay Cottage: enjoy the peace and quiet,2425103,Sandra,,Bethany,-34.54133,138.96892,Entire home/apt,,999,66,2023-11-26,1.04,2,85,0,
40290859,Barossa Shiraz Estate The Barn,310538520,Julieanne,,Lyndoch,-34.59169,138.8784,Entire home/apt,670,2,76,2025-08-31,1.10,6,251,14,
40291757,Barossa Shiraz Estate The Vines,310538520,Julieanne,,Lyndoch,-34.59146,138.87785,Entire home/apt,509,1,4,2023-07-09,0.06,6,201,0,
40433136,King Deluxe Room,162433043,Elizabeth,,Angaston,-34.49301,139.02863,Private room,197,2,5,2024-03-30,0.12,5,358,0,
40433163,Standard Queen Room,162433043,Elizabeth,,Angaston,-34.49273,139.02724,Private room,164,2,39,2025-05-25,0.55,5,360,1,
40433180,Triple Room - Queen + Single,162433043,Elizabeth,,Angaston,-34.49396,139.0272,Private room,203,2,1,2022-08-22,0.03,5,346,0,
40433196,Family Room- Queen + 2 Singles,162433043,Elizabeth,,Angaston,-34.49263,139.0282,Private room,211,2,7,2024-03-25,0.10,5,340,0,
40433230,Family Room- 2 x Queens Room,22665766,Elizabeth,,Angaston,-34.49316,139.0268,Private room,218,2,3,2022-08-15,0.07,1,344,0,
40433247,Standard Twin Room,162433043,Elizabeth,,Angaston,-34.49287,139.02824,Private room,168,2,5,2024-03-14,0.07,5,332,0,
40433618,Vineyard Views,29148788,Karl,,Angaston,-34.53442,139.04067,Entire home/apt,202,2,267,2025-09-20,3.77,1,92,41,
41054970,"Room in Eco-Cottage, Springton, Barossa",105534819,Ankica,,Springton,-34.70573,139.08733,Private room,109,1,23,2023-11-12,0.33,2,311,0,
41405916,Triple Creek Guest House - Barossa Region,396025704,Sam,,Marananga,-34.49786,138.91199,Entire home/apt,739,1,155,2025-08-31,2.29,1,287,16,
41597034,Under the Vines....a Vineyard Escape!,10626104,Karen,,Tanunda,-34.50551,138.99555,Entire home/apt,370,2,183,2025-07-06,2.67,1,310,23,
41804891,10 Murray feel like a local 3.5 bath,196783231,Louise,,Tanunda,-34.527801513671875,138.95391845703125,Entire home/apt,585,2,225,2025-09-19,3.31,4,93,38,
42649403,BnB on Barkey,123337181,Linda,,Greenock,-34.45529,138.93175,Entire home/apt,135,2,107,2025-08-24,1.96,1,316,23,
42667491,Elders Office,257562725,Jasmine,,Angaston,-34.50108,139.0417,Entire home/apt,225,1,444,2025-09-12,6.56,6,239,74,
42718676,Auction Shed,257562725,Jasmine,,Angaston,-34.50217,139.04118,Entire home/apt,395,1,236,2025-08-31,3.82,6,311,44,
43366530,Tanunda Apartment,257562725,Jasmine,,Tanunda,-34.52633,138.95851,Private room,199,1,305,2025-09-09,4.67,6,342,51,
43646190,Gateway to the Barossa,348529669,Greg And Mary,,Concordia,-34.60049,138.80042,Entire home/apt,114,2,30,2024-12-24,0.50,1,95,3,
44450394,'Mattschoss House c1890' - Barossa comfort & style,359107874,Katelin,,Nuriootpa,-34.49398,138.97228,Private room,360,2,25,2024-05-28,0.42,1,73,0,
45092536,"It's Bonza! Mill About Vineyard, Barossa Valley SA",26657441,Nelly Stan,,Williamstown,-34.65515,138.8887,Entire home/apt,139,2,154,2025-09-01,3.38,1,294,26,
45319838,"Schomburgk Cottage- Gawler- private, cozy, unique.",179855375,Veronica,,Buchfelde,-34.614,138.69962,Entire home/apt,133,2,130,2025-09-14,3.63,1,0,41,
45548496,Barossa Lofts & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72354,139.06653,Entire home/apt,,2,2,2020-10-04,0.03,3,0,0,
45693523,Old Barossa Valley Inn & Bakery-Entire Main House!,92198370,Heather,,Lyndoch,-34.60219,138.88697,Entire home/apt,270,2,83,2025-08-25,1.38,2,235,8,
45714238,Barossa Loft Stay & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72339,139.06674,Entire home/apt,,1,32,2022-01-01,0.53,3,0,0,
45714531,Barossa Double Lofts & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72344,139.06642,Entire home/apt,,1,4,2022-01-14,0.07,3,0,0,
45772254,Halletts Valley Hideaway,362336116,Charmaine,,Tanunda,-34.5381,138.9373,Entire home/apt,325,2,321,2025-09-25,5.53,1,271,63,
